# Fairway peer positioning tags for the listed consumer, commerce and marketplace set.
# Keyed on exchange_ticker. These are Fairway's tags, not CapIQ's.
#
# THIS SET USES THE THIRD VOCABULARY FAMILY. It does not share archetypes, functions, revenue
# models, go-to-market motions or product roles with the software and fintech sets, and it adds two
# columns those sets do not have: asset_intensity and purchase_frequency. The reason is measurable.
# Gross margin in the listed software set runs 24% to 98% with a median of 77%, so revenue means
# roughly the same thing from one name to the next. Here it runs 8% to 100% and it is bimodal.
# Across the 62 usable rows, median EV/NTM revenue moves 4.4x between the lowest and highest gross
# margin buckets. Median EV/NTM gross profit moves 2.1x. Most of the apparent valuation gap between
# Carvana and Rightmove is an accounting difference, not a valuation one.
#
# CONSEQUENCE FOR THE REVEAL: for a subject tagged into this family, GROSS PROFIT IS THE PRIMARY
# DENOMINATOR. The reveal shows both multiples and leads with gross profit whenever the subject's
# gross margin sits more than 15 points from the peer group median.
#
# buyer IS THE SIDE THAT BEARS THE MONETISATION, not the side that clicks. eBay and Etsy are SMB
# because the seller pays. Booking is SMB because the hotel pays. Airbnb is CONSUMER because the
# guest pays the larger half. Netflix and YETI are CONSUMER because nobody else pays.
#
# SIZE IS NOT A SELECTION CRITERION here either. It is shown next to each comparable and never
# includes or excludes a name.
#
# in_medians=0 means the row stays visible to the founder and comes out of every median. The reason
# is on the row in what_it_does. Seven rows: Baozun, Autohome, Opendoor, Fiverr, Info Edge,
# Just Dial and FuboTV.
#
# product_tags are the words a founder or their website would actually use. They are the highest
# weighted field in the selector, capped at 12 points against 3 for the archetype, because a
# founder's own vocabulary is the strongest signal of what they are.
exchange_ticker,company_name,archetype,archetype_secondary,industry,function,buyer,gtm_motion,revenue_model,product_role,asset_intensity,purchase_frequency,ai_stance,in_medians,product_tags,what_it_does
NASDAQ:NFLX,"Netflix, Inc.",Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,CONTENT,SUBSCRIPTION,AI_EMBEDDED,1,Video Streaming|Subscription Video|Original Content|Content Licensing|Ad-Supported Tier|Live Events|Games,"subscription video at global scale, with an advertising tier layered on; the content library is capitalised and amortised, so gross margin of 48% understates the operating leverage"
NYSE:SPOT,Spotify Technology S.A.,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,CONTENT,SUBSCRIPTION,AI_EMBEDDED,1,Music Streaming|Subscription Audio|Podcasts|Audiobooks|Content Licensing|Ad-Supported Tier|Creator Tools,"music and audio subscription paying a royalty on every stream to labels it does not own, which caps gross margin at 32% however large it gets"
NASDAQ:DUOL,"Duolingo, Inc.",Online Learning,Gaming & Virtual Economy,Education,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,NONE,SUBSCRIPTION,AI_NATIVE,1,Language Learning|Consumer Subscription|Gamification|Mobile App|Freemium|Adaptive Learning|AI Tutor,"gamified language learning on a freemium consumer subscription, with generative models now inside the product as the tutor rather than around it"
NYSE:NYT,The New York Times Company,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,CONTENT,SUBSCRIPTION,AI_EXPOSED,1,Digital News|Consumer Subscription|Bundle|Journalism|Games|Cooking|Advertising|Licensing,"news subscription bundled with games, cooking and sport; the screen carries no gross profit line for it"
NYSE:RBLX,Roblox Corporation,Gaming & Virtual Economy,Streaming & Digital Media,Media & Gaming,Content & Community,CONSUMER,NETWORK_EFFECT,TAKE_RATE,DESTINATION,NONE,REPEAT_TRANSACTION,AI_EMBEDDED,1,User-Generated Gaming|Virtual Economy|Creator Economy|In-App Purchase|Virtual Currency|Metaverse|Youth Audience|Advertising,"platform where users build the games and Roblox takes a cut of the virtual currency spent inside them; the only gaming name in the set, so the archetype currently has one member"
NASDAQ:ROKU,"Roku, Inc.",Streaming & Digital Media,Marketing & Customer Engagement,Media & Gaming,Content & Community,CONSUMER,CHANNEL,ADVERTISING,AGGREGATOR,NONE,REPEAT_TRANSACTION,AI_EMBEDDED,1,Connected TV|Streaming Platform|Advertising|Ad Tech|Operating System|Hardware|Free Ad-Supported TV,TV operating system distributed through low-margin hardware and monetised on advertising and platform fees against the streaming it aggregates
NYSE:FUBO,FuboTV Inc.,Streaming & Digital Media,,Media & Gaming,Content & Community,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,AGGREGATOR,CONTENT,SUBSCRIPTION,AI_NEUTRAL,0,Live TV Streaming|Sports Streaming|Virtual MVPD|Content Licensing|Consumer Subscription|Advertising,"live sports and TV streaming reselling channels it licenses; the screen has no FY+0 revenue, a growth cell reading #DIV/0!, and a minority interest of 1,826 against a 309 market capitalisation following the Hulu Live combination, so nothing on this row is usable in a median"
NYSE:COUR,"Coursera, Inc.",Online Learning,Third-Party Marketplace,Education,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,NONE,SUBSCRIPTION,AI_EXPOSED,1,Online Learning|MOOC|Consumer Subscription|Professional Certificates|University Partnerships|Enterprise Learning|Degrees,"distributes university and employer courses on a consumer subscription and an enterprise seat, splitting revenue with the institution that made the content"
NYSE:CHGG,"Chegg, Inc.",Online Learning,,Education,Content & Community,CONSUMER,ORGANIC_BRAND,SUBSCRIPTION_CONSUMER,DESTINATION,CONTENT,SUBSCRIPTION,AI_EXPOSED,1,Homework Help|Student Subscription|Textbook Solutions|Study Tools|Tutoring|Content Library,"student homework-help subscription whose answer library was the moat until general models could answer the same questions free; NTM revenue is down 47%, and it is the clearest observed price of AI displacement anywhere in the peer sets"
NYSE:CHWY,"Chewy, Inc.",Owned-Inventory Retail,,Retail & E-commerce,Commerce Operations,CONSUMER,PAID_ACQUISITION,GMV_RETAIL,DESTINATION,RESALE_INVENTORY,REPEAT_TRANSACTION,AI_NEUTRAL,1,Online Pet Retail|Consumables|Subscription Commerce|Autoship|Owned Inventory|Pet Pharmacy|Fulfilment,"online pet retailer where roughly four fifths of sales run on an autoship subscription, which is what makes a 30% gross margin financeable"
NYSE:W,Wayfair Inc.,Owned-Inventory Retail,Third-Party Marketplace,Retail & E-commerce,Commerce Operations,CONSUMER,PAID_ACQUISITION,GMV_RETAIL,DESTINATION,RESALE_INVENTORY,EPISODIC,AI_NEUTRAL,1,Online Furniture|Home Goods|Dropship|Owned Logistics|Large Parcel Delivery|Owned Inventory|Performance Marketing,online furniture and home retailer running a largely dropship supply chain with its own large-parcel delivery network; low purchase frequency against high acquisition cost
NYSE:HIMS,"Hims & Hers Health, Inc.",Consumer Brand,Owned-Inventory Retail,Healthcare & Life Sciences,Commerce Operations,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,BRAND,OWN_PRODUCT,SUBSCRIPTION,AI_NEUTRAL,1,Telehealth|Direct-to-Consumer Health|Consumer Subscription|Compounded Medication|Pharmacy|Weight Loss|Mens Health|Womens Health,"consumer health brand selling a telehealth consultation and a recurring medication subscription, with its own pharmacy fulfilment behind it"
NYSE:WRBY,Warby Parker Inc.,Consumer Brand,,Apparel & Beauty,Commerce Operations,CONSUMER,PAID_ACQUISITION,PRODUCT_SALES,BRAND,OWN_PRODUCT,EPISODIC,AI_NEUTRAL,1,Eyewear|Direct-to-Consumer|Vertically Integrated Brand|Retail Stores|Optical|Home Try-On|Prescription,"vertically integrated eyewear brand that designs, makes and sells its own frames, now mostly through owned stores rather than online"
NYSE:RVLV,"Revolve Group, Inc.",Owned-Inventory Retail,Consumer Brand,Apparel & Beauty,Commerce Operations,CONSUMER,PAID_ACQUISITION,GMV_RETAIL,DESTINATION,RESALE_INVENTORY,REPEAT_TRANSACTION,AI_NEUTRAL,1,Online Fashion|Apparel E-commerce|Influencer Marketing|Owned Brands|Owned Inventory|Premium Apparel|Returns Logistics,"buys and holds premium fashion for a young female customer acquired through influencers, with owned labels alongside the third-party brands"
NASDAQ:REAL,"The RealReal, Inc.",Third-Party Marketplace,Owned-Inventory Retail,Apparel & Beauty,Marketplace Operations,CONSUMER,PAID_ACQUISITION,TAKE_RATE,DESTINATION,MIXED,REPEAT_TRANSACTION,AI_NEUTRAL,1,Luxury Resale|Recommerce|Consignment|Authentication|Online Marketplace|Circular Fashion|Owned Inventory,"luxury consignment marketplace that authenticates and photographs every item, so it carries marketplace economics with a physical operating cost most marketplaces do not have"
NYSE:ONON,On Holding AG,Consumer Brand,,Apparel & Beauty,Commerce Operations,CONSUMER,ORGANIC_BRAND,PRODUCT_SALES,BRAND,OWN_PRODUCT,EPISODIC,AI_NEUTRAL,1,Footwear|Athletic Apparel|Performance Running|Direct-to-Consumer|Wholesale|Premium Brand|Owned Retail,"Swiss performance running brand growing through wholesale and its own stores, at a 63% gross margin that reflects brand pricing rather than a channel"
NYSE:ELF,"e.l.f. Beauty, Inc.",Consumer Brand,,Apparel & Beauty,Commerce Operations,CONSUMER,CHANNEL,PRODUCT_SALES,BRAND,OWN_PRODUCT,REPEAT_TRANSACTION,AI_NEUTRAL,1,Cosmetics|Mass Beauty|Value Brand|Wholesale Distribution|Social Marketing|Colour Cosmetics|Skincare,"mass-market cosmetics brand distributed through Target, Walmart and Ulta, taking share on price with a social-first marketing model"
NYSE:FIGS,"FIGS, Inc.",Consumer Brand,,Apparel & Beauty,Commerce Operations,CONSUMER,PAID_ACQUISITION,PRODUCT_SALES,BRAND,OWN_PRODUCT,REPEAT_TRANSACTION,AI_NEUTRAL,1,Healthcare Apparel|Scrubs|Direct-to-Consumer|Uniform|Repeat Purchase|Owned Brand|Workwear,direct-to-consumer scrubs brand selling to healthcare professionals as a workwear replacement cycle rather than a fashion purchase
NYSE:BARK,"BARK, Inc.",Consumer Brand,Owned-Inventory Retail,Retail & E-commerce,Commerce Operations,CONSUMER,PAID_ACQUISITION,SUBSCRIPTION_CONSUMER,BRAND,OWN_PRODUCT,SUBSCRIPTION,AI_NEUTRAL,1,Pet Products|Subscription Box|Direct-to-Consumer|Dog Toys|Consumables|Wholesale|Owned Brand,"dog toy and treat subscription box moving into wholesale, with subscriber declines running at -17% NTM revenue"
NYSE:YETI,"YETI Holdings, Inc.",Consumer Brand,,Retail & E-commerce,Commerce Operations,CONSUMER,CHANNEL,PRODUCT_SALES,BRAND,OWN_PRODUCT,EPISODIC,AI_NEUTRAL,1,Outdoor Products|Drinkware|Coolers|Premium Brand|Wholesale|Direct-to-Consumer|Durable Goods,"premium outdoor drinkware and cooler brand sold through wholesale and its own channels; durable goods, so the repeat cycle is years not months"
